Swedish,English
vandrarna,the wanderers
informatören,the informant
önskarjag,I wish
bogserar,tows
plaga,plague
filial,branch
snyftar,sobbing
frin,free
förvisar,banishes
judi,Jewish
craigs,craigs
tc,etc
minttablett,mint tablet
högskoleprovet,the university exam
subtila,subtle
olympiaden,the olympics
goetz,goetz
höjda,raised
reservoaren,the reservoir
magna,great
bray,bro
wades,wades
stillwater,stillwater
elpistolen,the stun gun
tjugoåtta,twenty eight
eldstad,fireplace
salamanca,Salamanca
epa,ep
bibehåller,maintains
provtur,test drive
välvilligt,benevolently
oduglingar,incompetents
joss,jess
resulterat,resulted
självdestruktiv,self-destructive
skitroligt,unbelievable
belgisk,Belgian
tillika,at the same time
trombon,trombone
flickscout,girl scout
kripke,kripke
slutstationen,the final station
främlingslegionen,the foreign legion
mule,mule
turturduvorna,the turtle doves
rustom,rustom
raserade,razed
wah,wow
backgammon,backgammon
försynt,provided
diskvalificerad,disqualified
trakasseri,badgering
nåden,the grace
leonie,Leonie
jättelikt,great
pavri,Pavri
universella,universal
stump,stump
mitchells,mitchell's
valsar,waltzes
ilithyia,ilithyia
växtlighet,vegetation
riff,riff
optisk,optical
conley,Conley
ställets,of the place
gnistrande,sparkling
omstörtande,subversive
medborgargarde,civil guard
trippelmord,triple murder
loudon,loudon
randal,riot
deppigt,depressed
tvättomaten,the washing machine
laguna,laguna
prop,prop
skådats,seen
bastiljen,the bastille
uppförandet,the conduct
franciscos,Francisco
rynkar,wrinkles
ferrarin,the ferrari
greens,greens
omtalad,mentioned
erkännanden,recognitions
metz,metz
vridit,twisted
add,add
depp,depression
bros,bro
logo,logo
randys,Randy's
matförgiftad,food poisoning
halsduken,the scarf
ersattes,was replaced
lovligt,legal
röstmeddelanden,voice messages
rodrick,rodrick
mc-gäng,motorcycle gang
kiosk,kiosk
tryckta,printed
anblicken,the sight
sagolika,fairytale like
saringas,sarin gas
virtuellt,virtual
radbandet,the rosary
spellista,playlist
cinnamon,cinnamon
oates,oats
ärför,is for
dränktes,was drowned
loo,loo
konferenser,conferences
sauron,sauron
comanche,comanche
eris,iris
faraos,pharaoh
laertes,Laertes
tentor,exams
nyhetsbrev,newsletter
förståelsen,the understanding
pråmen,the barge
putt,putt
melankoli,melancholy
royalty,royalty
weegee,weegee
kvinnlighet,femininity
avskuret,cut off
molotov,molotov
ghetto,ghetto
avklädd,undressed
rifkin,rifkin
kanonkulan,the cannonball
mcgovern,mcgovern
polka,polka
regisserad,directed
stämplad,stamped
mitchie,mitchie
döp,baptize
ito,ito
bunty,bundle
muggarna,the mugs
foods,foods
alkoholiserad,alcoholic
reaktionerna,the reactions
kearney,kearney
vantrivs,disliked
nedgrävda,buried
borrmaskin,drilling machine
bartleby,bartleby
flux,flux
museumet,the museum
byrackor,city ​​racks
sjaskig,shabby
artillerield,artillery fire
sjökort,chart
halvblodet,the half-blood
droider,droids
nackar,necks
shepherds,shepherds
ljushuvud,light head
jc,j.c
konspirera,conspire
asfull,ashen
brayden,brayden
crichton,crichton
gulsot,jaundice
eldupphör,cease fire
fodret,the lining
tjatig,nagging
stadgarna,the statutes
medioker,mediocre
gränssnitt,interface
sömniga,sleepy
grävlingen,the badger
cu,cu
peel,peel
överlät,left over
oslagbara,unbeatable
utgrävningar,excavations
variabel,variable
västafrika,west africa
svälla,swell
förknippar,associates
kavla,roll
emerald,emerald
mackie,Mackie
krönt,crowned
kungahuset,the royal house
theresienstadt,theresienstadt
mixtrar,tinkering
cosimo,cosimo
obildade,uneducated
skyhög,towering
bombdåd,bombing
oprovocerat,unprovoked
livserfarenhet,life experience
prio,prio
gjuta,cast
al-fayeed,al-fayeed
poetiska,poetic
föreningens,of the association
pilgrimerna,the pilgrims
gruppera,group
klunga,cluster
aristokrater,aristocrats
1300-talet,14th century
knäppisen,the knacker
chatta,chat
sit,sit
duckade,ducked
nadal,Nadal
nervskador,nerve damage
privatdetektiven,the private detective
bedrägliga,fraudulent
tigh,tigh
tonart,key
återtagit,taken back
kaage,kaage
vaket,awake
åket,the ride
konka,conch
retreat,retreat
civilklädda,civilian clothes
suggestion,suggestion
dolph,dolphin
bic,bic
dachau,dachau
gångjärnen,the hinges
laganda,team spirit
kvällstid,evening time
ansedda,reputable
kluck,cluck
befodran,the feeding
herdar,shepherds
asgrymt,as cruel
insektsmedel,insecticide
stöldgodset,the stolen goods
fedex,fedex
segerns,of victory
socialister,socialists
temudjin,temujin
bondtölp,peasant
träl,thrall
fånen,the fool
revision,audit
utbudet,the supply
varmkorvar,hot dogs
charmade,charmed
oklanderligt,impeccable
software,software
wonderful,wonderful
rusande,heady
milliken,milike
stonehenge,stonehenge
credit,credit
skrämseltaktik,scare tactics
stötfångaren,the bumper
sussi,sissy
djinnen,the djinn
presidente,president
pe,pe
fullare,fuller
utvisning,deportation
havsabborre,sea ​​bass
tjugosju,twenty seven
slingrade,meandered
humbug,humbug
sadlar,saddles
midori,Midori
tvålar,soaps
livsglädje,joy of life
lockades,was attracted
falsklarm,false alarm
afroamerikan,african american
likvärdiga,equivalent
isolde,ice cold
bananas,bananas
barbord,bar table
seyah,seyah
jordisk,earthly
dynamic,dynamic
ståltråd,wire
murder,murder
aktivering,activation
bortglömt,forgotten
originalitet,originality
diktatorer,dictators
liberia,liberia
loxley,loxley
brunetter,brunettes
blöter,gets wet
rouen,the rouen
pace,pace
individerna,the individuals
curtin,curtain
latent,latent
kryllade,curled up
radiovågor,radio waves
pratglad,talkative
severus,severus
bunkrarna,the bunkers
assistenterna,the assistants
wasim,wasim
shamaner,shamans
tvättbjörnen,the raccoon
ystad,ystad
bråten,the wreck
testobjekt,test item
monter,booth
förstärkte,reinforced
fällda,felled
blodproppar,blood clots
gelikar,alike
skulptör,sculptor
quaid,quaid
fredsbevarande,peacekeeping
blodsugande,bloodsucking
nicoles,nicoles
skoltid,school
knapert,barely
djurets,animal's
iranier,Iranian
karteller,cartels
gammakvadranten,the gamma quadrant
mirror,mirrors
hemställan,request
dvärghamstern,the dwarf hamster
kopparna,the cups
frazer,phrases
kontorschef,office manager
zachariah,zachariah
tillverkats,manufactured
rummets,of the room
gudinnor,goddesses
coburn,coburn
förförisk,seductive
chilin,the chili
kontaktas,be contacted
handfängslen,the handcuffs
negativitet,negativity
fullföljt,completed
fotomodell,photo model
elway,elway
killing,kid
oärlighet,dishonesty
hurdant,how so
fingertoppar,fingertips
schwann,schwann
frame,frame
sommarhuset,the summer house
administrativ,administrative
utlägg,outlay
färdväg,route
dahlberg,dahlberg
syrgasen,the oxygen
malleys,malleys
uppsättningen,the set
bade,bathe
bâda,both
inkasserare,debt collector
kommenterade,commented
elektrikern,the electrician
stringtrosor,thongs
excentriska,eccentric
kolik,colic
nona,nona
besattheten,the obsession
presterar,performs
frånskilda,divorced
inkomsten,the income
gustavsson,gustavsson
stacee,stacie
reacher,reacher
volvon,volvo
jesuiterna,the Jesuits
keitel,Keitel
renade,cleaned
korsika,Corsica
sackett,bag
stabiliserat,stabilized
arryn,aryn
extravagant,extravagant
läbbigt,luscious
skithuset,the shithouse
jaqobis,jaqobis
forstar,forests
marsianer,Martians
defensiva,defensive
mcgregor,mcgregor
maktbalansen,the balance of power
gatlin,gatlin
sociopater,sociopaths
tangiers,Tangiers
frispark,free kick
elitsoldat,elite soldier
lien,lien
smärtorna,the pains
kutar,cuts
kelli,Kelly
computer,computer
alastair,alastair
åldrandet,aging
kraftlös,powerless
minfältet,the minefield
breder,widens
kidds,kids
förtränger,displaces
getts,given
spektaklet,the spectacle
tuberna,the tubes
lorena,Lorraine
danke,thank you
tidningspapper,newsprint
kardiolog,cardiologist
självmedveten,self-aware
huvudperson,protagonist
barrie,barrier
salomon,Solomon
gagn,benefit
komradio,com radio
eiger,eiger
sirapen,the syrup
buras,caged
gässen,the geese
knytas,tied
omprogrammera,reprogram
åååh,ooooh
blodomlopp,bloodstream
pentagram,pentagram
greggs,greg's
maskinist,engineer
fördubblats,doubled
rommels,rumbles
cronus,cronus
fiesta,fiesta
eero,eero
oanvändbart,unusable
blodkärlen,the blood vessels
inskription,inscription
vispa,whisk
operations,operations
storstäder,big cities
welsh,welsh
vidtas,be taken
blogga,blog
klättringen,the climb
berömmelsen,the fame
patrullerande,patrolling
fjorden,the fjord
skitjobbigt,shitty
kollo,check
poltergeist,poltergeist
delegera,delegate
injektionen,the injection
innehavare,holder
bordeller,brothels
visslan,the whistle
tjurarna,the bulls
koriander,coriander
skikt,layer
motsvara,correspond to
inkomstkälla,source of income
bedräglig,fraudulent
opus,opus
c.j.,c.j.
bosättning,settlement
stiligare,more stylish
jeepar,jeeps
röntgensyn,X-ray vision
socialism,socialism
tait,shut up
statistiska,statistical
ians,ian
paxar,pax
reservdäck,spare tire
bergens,of the mountains
ani,ani
toppmodern,state of the art
yousef,yousef
påpekat,pointed out
pekfinger,index finger
sondre,separately
pfeifer,pfeifer
surkål,sauerkraut
fascismen,fascism
kyrkklockor,church bells
viktklass,weight class
mormonerna,the Mormons
proteser,prostheses
skördade,harvested
tratt,funnel
ojust,unfair
värdetransporten,the transport of value
ståt,State
dagsverke,day's work
elbolaget,the electricity company
bounty,bounty
huslån,mortgage
aquarius,aquarius
sandys,sandy
haggis,haggis
soldaters,soldiers'
fortkörningsböter,speeding fines
googlat,googled
glendenning,glendenning
mäkta,mighty
zaid,zaid
knycka,kink
sandringham,sandringham
concorde,concord
sorgsenhet,sadness
raraste,rarest
utmärkte,excellent
frozen,frozen
manodepressiv,manic depressive
historikern,the historian
17-åring,17 year old
nejlikor,carnations
kakel,tile
silo,silo
skälvan,the shaking habit
kanarieöarna,Canary Islands
nationernas,of the nations
tata,tata
flottig,greasy
90-tal,90s
bunkie,bunkie
tillbakablick,retrospect
dödsbädden,the deathbed
matlagningen,the cooking
surr,buzz
annabeth,annabeth
åklagarämbetet,the prosecutor's office
crippen,the crip
maktkamp,power struggle
harpun,harpoon
kåtbock,horned goat
forces,forces
geppetto,Geppetto
skylark,cloud sheet
repriser,replays
efraim,Ephraim
ersätt,replace
richelieu,richelieu
peyote,peyote
undersökningarna,the examinations
diskplockare,disk picker
olympen,Olympus
censurera,censor
barken,the bark
namnbricka,name tag
kissemiss,kiss miss
dödligare,more deadly
winther,winter
cyklist,cyclist
marsian,Martian
presidentsviten,the presidential suite
konventionellt,conventionally
järntronen,the iron throne
extatisk,ecstatic
ballistiken,the ballistics
sägnen,the saying
donatello,Donatello
limited,limited
löning,salary
excellent,excellent
polisdistrikt,police district
lars-peter,lars peter
varmvattnet,the hot water
specialleverans,special delivery
deux,two
hederlighet,honesty
kiyomaru,kiyomaru
biroll,supporting role
avvaktan,the wait
uh-uh,uh-uh
alstra,generate
spencers,spencer's
lapdance,lap dance
befall,command
bingley,bingley
knatte,kid
colombiansk,Colombian
föredetta,foreshadowed
veronicas,Veronica's
indokina,Indochina
lazy,lazy
skakande,shaking
gympasalen,the gymnasium
fritagning,exemption
kaptenerna,the captains
memorerade,memorized
pandher,panther
guvernörer,governors
välkomnas,welcome
legalisera,legalize
ärlige,honest
cylinder,cylinder
harolds,Harold's
pressades,was pressed
presenning,tarpaulin
varvar,laps
tändvätska,lighter fluid
ombytlig,changeable
quake,quake
kk,kk
obesvarad,unanswered
colonia,colony
skallige,bald
ngen,nobody
galenskaperna,the craziness
utställningar,exhibitions
bjällerklang,bell ringing
oompa,oompa
armhåla,armpit
spies,spear
baedal,baedal
gammelmormor,great grandmother
nertill,down below
humbert,humbert
liften,the elevator
baelfire,baelfire
tillfångatas,captured
tjugotusen,twenty thousand
chocolat,chocolate
sjabblar,sabers
frekvenserna,the frequencies
döljs,is hidden
druiderna,the druids
ateister,atheists
lap,lap
dna-analys,dna analysis
toth,tooth
övertiden,overtime
baksäte,rear seat
praktiserade,practiced
profilerare,profiler
piskor,whips
bombad,bombed
ogenomträngliga,impenetrable
liisa,liisa
vedervärdig,repulsive
skithålan,the shithole
hazard,hazard
undernärd,malnourished
dok,Doc
rincewind,rincewind
spetsarna,the tips
utdela,distribute
underlivet,the underbelly
random,random
underskriften,the signature
hämma,inhibit
bekännaren,the confessor
orätta,incorrect
klartext,plain text
efterlevande,surviving
miramar,miramar
oskyldigas,of the innocent
trafalgar,trafalgars
bleknade,faded
saldo,balance
relaterar,relates
gondol,gondola
bukowski,Bukowski
tjuta,howl
härd,hearth
cookies,cookies
hackor,hoes
eskalerade,escalated
tv-reklam,television advertising
äktenskapslöften,marriage vows
liesel,Liesel
lightyear,lightyear
rosetti,rosette
lekstuga,playhouse
presenterats,presented
upprörde,upset
gaye,gay
energy,energy
seklet,the century
regionerna,the regions
roys,roy's
stationschef,station manager
scenskräck,stage fright
autobots,autobots
charlton,charlton
shumway,shumway
brusten,broken
tömts,emptied
fredlösa,outlaws
vräkning,eviction
day-day,day-day
semestra,vacation
borrat,drilled
welcome,welcome
everglades,everglades
priest,priest
ondsint,malicious
kommentarerna,the comments
sye,sew
framgångarna,the successes
överskottet,the surplus
skagway,skagway
pose,pose
skokartong,shoe box
1400-talet,15th century
framställning,production
piroger,pierogies
obygden,undeveloped
kamin,stove
spjälsängen,the crib
violette,violet
svikta,failed
thurman,thurman
rustad,equipped
lirka,coax
återförenades,reunited
bärsärk,berserk
tjurfäktning,bullfighting
reba,reba
edgington,edging tone
airways,airways
generande,embarrassing
kopiatorn,the copier
halvor,halves
karls,Karl's
tillfoga,add
soldier,soldiers
intelligensen,the intelligence
obscent,obscene
bananskal,banana peel
dumpas,dumped
fastan,fasting
kilian,the kilian
darmody,gut mod
hänsynsfull,considerate
imperier,empires
supportrar,supporters
flintskalliga,bald
grannsamverkan,neighborhood cooperation
förvaltar,manages
skojig,funny
lodisar,lodis
rackartyg,mischief
konsumerar,consumes
tillintetgöra,annihilate
supé,soup
kalvkött,veal
komradion,com radio
upproriska,rebellious
ludret,the fluff
skev,skew
torrey,Torrey
rabatten,the discount
superskurk,super villain
stubben,the stump
besläktade,related
underskrivet,signed
stew,stew
poughkeepsie,poughkeepsie
mordoffret,the murder victim
soze,soze
vadjag,what i
krysset,the cross
synske,psychic
kanyl,cannula
chases,chased
stillastående,stationary
vardags,everyday
woodruff,woodruff
pak,package
arkad,arcade
oplanerat,unplanned
bocken,the buck
yost,yost
utbetalning,payment
betvivla,disbelieve
långdistans,long distance
skuldran,the shoulder
shangri-la,shangri-la
resmål,destination
kassen,the cash register
attaché,attachment
kelgris,guinea pig
kovacs,kovacs
nazisten,the Nazi
tandborstar,toothbrushes
deltidsjobb,part-time job
projekten,the projects
förflyttat,moved
snubbeltråd,tripwire
livslånga,lifelong
fjollig,silly
aella,Aella
opraktiskt,impractical
inflation,inflation
släktet,the genus
freestyle,freestyle
nattblod,night blood
patentet,the patent
syndikat,syndicate
bättrar,improves
knarrar,creaks
sälla,rare
holländskt,Dutch
kvantfysik,quantum physics
beteckning,designation
förordningar,regulations
boz,boz
giancarlo,giancarlo
engmark,meadow
min-woo,min-woo
intelligence,intelligence
jordania,Jordan
presidents,president
kedjar,chains
feet,feet
muterad,mutated
ultimate,ultimate
abdi,Abdi
komplotten,the plot
chablis,Chablis
hes,hoarse
förläggning,placement
dokumentationen,the documentation
omplacera,relocate
rafi,Rafi
skoldansen,the school dance
döpta,baptized
herrera,Mr
ändâ,yetâ
hunnerna,the Huns
kosacker,Cossacks
forsta,understood
aber,monkeys
sprudlande,exuberant
goes,goes
fulhet,ugliness
rulltrappan,the escalator
ovälkommen,unwelcome
rådgöra,advise
morsgris,mother pig
buttercup,buttercup
inaktiv,inactive
fyrahundra,four hundred
folken,the peoples
misiones,missions
testikelcancer,testicular cancer
wingate,winggate
lukrativ,lucrative
metron,subway
harklar,clears his throat
knarkhandeln,the drug trade
vårta,wart
theokoles,theokoles
slukas,devoured
blacks,blacks
talesmännen,the spokespersons
västtyskland,West Germany
återförenats,reunited
krigande,belligerent
grimaser,grimaces
hyperventilerar,hyperventilating
miklo,Miklo
väntetiden,the waiting time
mormödrar,grandmothers
really,really
sträckbänken,the stretch bench
epileptiker,epileptic
klipska,clip
inspelningsplatsen,the recording location
